id,regionId,prefix,mnp,manualInsert
1,1,79035225253,Y,N
2,1,7,N,N
3,1,4,N,N
4,1,3,N,N
5,1,790524,N,N
6,1,790621,N,N
7,1,790623,N,N
8,1,7909775,N,N
9,1,7909776,N,N
10,1,7909777,N,N
